invoice,sku_code,description,qty,invoice_date,unit_price,customer_id,country,return_value,transaction_type,revenue_amount,customer_status
C548995,71053,White Metal Lantern,-1,2011-06-14,3.75,17841,United Kingdom,3.75,Return,-3.75,Registered
C548995,47594B,Scotties Design Washbag,-1,2011-06-14,1.95,17841,United Kingdom,1.95,Return,-1.95,Registered
C548995,22788,Brocante Coat Rack,-2,2011-06-14,9.95,17841,United Kingdom,19.9,Return,-19.90,Registered
C548995,22356,Charlotte Bag Pink Polkadot,-1,2011-06-14,0.85,17841,United Kingdom,0.85,Return,-0.85,Registered
C549013,22727,Alarm Clock Bakelike Red ,-1,2011-06-14,3.75,15648,United Kingdom,3.75,Return,-3.75,Registered
C549019,22236,Cake Stand 3 Tier Magic Garden,-1,2011-06-14,12.75,12474,Germany,12.75,Return,-12.75,Registered
C549019,22467,Gumball Coat Rack,-1,2011-06-14,2.55,12474,Germany,2.55,Return,-2.55,Registered
C549019,22258,Felt Farm Animal Rabbit,-1,2011-06-14,1.25,12474,Germany,1.25,Return,-1.25,Registered
C549019,22233,Jigsaw Rabbit And Birdhouse,-2,2011-06-14,1.65,12474,Germany,3.3,Return,-3.30,Registered
C549019,22230,Jigsaw Tree With Watering Can,-2,2011-06-14,0.85,12474,Germany,1.7,Return,-1.70,Registered
C549039,22727,Alarm Clock Bakelike Red ,-2,2011-06-14,3.75,17675,United Kingdom,7.5,Return,-7.50,Registered
C549041,22558,Clothes Pegs Retrospot Pack 24 ,-1,2011-06-14,1.65,17644,United Kingdom,1.65,Return,-1.65,Registered
C549041,21156,Retrospot Childrens Apron,-8,2011-06-14,1.95,17644,United Kingdom,15.6,Return,-15.60,Registered
C549041,21039,Red Retrospot Shopping Bag,-6,2011-06-14,2.55,17644,United Kingdom,15.3,Return,-15.30,Registered
C549045,22424,Enamel Bread Bin Cream,-1,2011-06-14,12.75,14407,United Kingdom,12.75,Return,-12.75,Registered
C549049,22087,Paper Bunting White Lace,-1,2011-06-14,2.55,17677,United Kingdom,2.55,Return,-2.55,Registered
C549050,15056BL,Edwardian Parasol Black,-2,2011-06-14,5.95,13767,United Kingdom,11.9,Return,-11.90,Registered
C549050,21314,Small Glass Heart Trinket Pot,-3,2011-06-14,2.10,13767,United Kingdom,6.3,Return,-6.30,Registered
C549051,22797,Chest Of Drawers Gingham Heart ,-2,2011-06-14,16.95,14747,United Kingdom,33.9,Return,-33.90,Registered
C549098,21399,Blue Polkadot Coffee Mug,-14,2011-06-14,0.39,12481,Germany,5.46,Return,-5.46,Registered
C549162,22960,Jam Making Set With Jars,-1,2011-06-15,4.25,17438,United Kingdom,4.25,Return,-4.25,Registered
C549162,21844,Red Retrospot Mug,-2,2011-06-15,2.95,17438,United Kingdom,5.9,Return,-5.90,Registered
C549184,37342,Polkadot Coffee Cup & Saucer Pink,-27,2011-06-15,0.79,12428,Finland,21.33,Return,-21.33,Registered
C549184,21394,Red Polkadot Beaker ,-2,2011-06-15,0.39,12428,Finland,0.78,Return,-0.78,Registered
C549191,22086,Paper Chain Kit 50'S Christmas ,-40,2011-06-15,2.55,16422,United Kingdom,102,Return,-102.00,Registered
C549230,22178,Victorian Glass Hanging T-Light,-12,2011-06-15,1.25,12949,United Kingdom,15,Return,-15.00,Registered
C549252,22665,Recipe Box Blue Sketchbook Design,-3,2011-06-15,2.55,16584,United Kingdom,7.65,Return,-7.65,Registered
C549252,22666,Recipe Box Pantry Yellow Design,-3,2011-06-15,2.55,16584,United Kingdom,7.65,Return,-7.65,Registered
C549252,22667,Recipe Box Retrospot ,-5,2011-06-15,2.55,16584,United Kingdom,12.75,Return,-12.75,Registered
C549253,22727,Alarm Clock Bakelike Red ,-1,2011-06-15,3.75,12408,Belgium,3.75,Return,-3.75,Registered
C549253,22725,Alarm Clock Bakelike Chocolate,-1,2011-06-15,3.75,12408,Belgium,3.75,Return,-3.75,Registered
C549253,20712,Jumbo Bag Woodland Animals,-1,2011-06-15,2.08,12408,Belgium,2.08,Return,-2.08,Registered
C549253,22466,Fairy Tale Cottage Nightlight,-1,2011-06-15,1.95,12408,Belgium,1.95,Return,-1.95,Registered
C549253,22328,Round Snack Boxes Set Of 4 Fruits ,-1,2011-06-15,2.95,12408,Belgium,2.95,Return,-2.95,Registered
C549254,82494L,Wooden Frame Antique White ,-1,2011-06-15,2.95,13769,United Kingdom,2.95,Return,-2.95,Registered
C549265,22364,Glass Jar Digestive Biscuits,-3,2011-06-16,2.95,16245,United Kingdom,8.85,Return,-8.85,Registered
C549269,75049L,Large Circular Mirror Mobile,-9,2011-06-16,0.85,16701,United Kingdom,7.65,Return,-7.65,Registered
C549269,21539,Red Retrospot Butter Dish,-5,2011-06-16,4.25,16701,United Kingdom,21.25,Return,-21.25,Registered
C549288,22788,Brocante Coat Rack,-1,2011-06-16,9.95,14527,United Kingdom,9.95,Return,-9.95,Registered
C549288,22469,Heart Of Wicker Small,-1,2011-06-16,1.65,14527,United Kingdom,1.65,Return,-1.65,Registered
C549290,37449,Ceramic Cake Stand + Hanging Cakes,-1,2011-06-16,9.95,14395,United Kingdom,9.95,Return,-9.95,Registered
C549315,21876,Pottering Mug,-3,2011-06-16,1.25,12949,United Kingdom,3.75,Return,-3.75,Registered
C549315,21868,Potting Shed Tea Mug,-2,2011-06-16,1.25,12949,United Kingdom,2.5,Return,-2.50,Registered
C549315,22697,Green Regency Teacup And Saucer,-1,2011-06-16,2.95,12949,United Kingdom,2.95,Return,-2.95,Registered
C549430,84750A,Pink Small Glass Cake Stand,-3,2011-06-16,1.95,13846,United Kingdom,5.85,Return,-5.85,Registered
C549430,22333,Retrospot Party Bag + Sticker Set,-1,2011-06-16,1.65,13846,United Kingdom,1.65,Return,-1.65,Registered
C549430,22634,Childs Breakfast Set Spaceboy ,-1,2011-06-16,9.95,13846,United Kingdom,9.95,Return,-9.95,Registered
C549437,22617,Baking Set Spaceboy Design,-1,2011-06-17,4.95,13005,United Kingdom,4.95,Return,-4.95,Registered
C549437,22635,Childs Breakfast Set Dolly Girl ,-2,2011-06-17,9.95,13005,United Kingdom,19.9,Return,-19.90,Registered
C549437,22634,Childs Breakfast Set Spaceboy ,-2,2011-06-17,9.95,13005,United Kingdom,19.9,Return,-19.90,Registered
C549438,23183,Mother'S Kitchen Spoon Rest ,-1,2011-06-17,3.75,12471,Germany,3.75,Return,-3.75,Registered
C549438,23155,Knickerbockerglory Magnet Assorted ,-2,2011-06-17,0.83,12471,Germany,1.66,Return,-1.66,Registered
C549450,22637,Piggy Bank Retrospot ,-4,2011-06-17,2.55,13089,United Kingdom,10.2,Return,-10.20,Registered
C549530,22998,Travel Card Wallet Keep Calm,-1,2011-06-17,0.42,13863,United Kingdom,0.42,Return,-0.42,Registered
C549530,22231,Jigsaw Tree With Birdhouse,-4,2011-06-17,1.45,13863,United Kingdom,5.8,Return,-5.80,Registered
C549533,22628,Picnic Boxes Set Of 3 Retrospot ,-3,2011-06-17,4.95,12408,Belgium,14.85,Return,-14.85,Registered
C549535,22468,Babushka Lights String Of 10,-2,2011-06-17,6.75,14110,United Kingdom,13.5,Return,-13.50,Registered
C549540,22443,Grow Your Own Herbs Set Of 3,-1,2011-06-17,7.95,17114,United Kingdom,7.95,Return,-7.95,Registered
C549540,22442,Grow Your Own Flowers Set Of 3,-1,2011-06-17,7.95,17114,United Kingdom,7.95,Return,-7.95,Registered
C549544,21035,Set/2 Red Retrospot Tea Towels ,-100,2011-06-17,2.75,15311,United Kingdom,275,Return,-275.00,Registered
C549545,21125,Set 6 Football Celebration Candles,-1,2011-06-17,1.25,18118,United Kingdom,1.25,Return,-1.25,Registered
C549549,22656,Vintage Blue Kitchen Cabinet,-1,2011-06-17,125.00,16359,United Kingdom,125,Return,-125.00,Registered
C549549,22655,Vintage Red Kitchen Cabinet,-1,2011-06-17,125.00,16359,United Kingdom,125,Return,-125.00,Registered
C549565,22841,Round Cake Tin Vintage Green,-1,2011-06-19,7.95,13610,United Kingdom,7.95,Return,-7.95,Registered
C549580,22968,Rose Cottage Keepsake Box ,-3,2011-06-19,9.95,13501,Switzerland,29.85,Return,-29.85,Registered
C549582,22423,Regency Cakestand 3 Tier,-3,2011-06-19,12.75,12656,France,38.25,Return,-38.25,Registered
C549666,21470,Flower Vine Raffia Food Cover,-1,2011-06-20,3.75,13113,United Kingdom,3.75,Return,-3.75,Registered
C549666,21471,Strawberry Raffia Food Cover,-1,2011-06-20,3.75,13113,United Kingdom,3.75,Return,-3.75,Registered
C549666,22176,Blue Owl Soft Toy,-1,2011-06-20,2.95,13113,United Kingdom,2.95,Return,-2.95,Registered
C549666,21166,Cook With Wine Metal Sign ,-1,2011-06-20,2.08,13113,United Kingdom,2.08,Return,-2.08,Registered
C549666,21530,Dairy Maid Toastrack,-2,2011-06-20,0.79,13113,United Kingdom,1.58,Return,-1.58,Registered
C549666,22469,Heart Of Wicker Small,-1,2011-06-20,1.65,13113,United Kingdom,1.65,Return,-1.65,Registered
C549666,22470,Heart Of Wicker Large,-1,2011-06-20,2.55,13113,United Kingdom,2.55,Return,-2.55,Registered
C549666,22059,Ceramic Strawberry Design Mug,-1,2011-06-20,1.49,13113,United Kingdom,1.49,Return,-1.49,Registered
C549666,22063,Ceramic Bowl With Strawberry Design,-1,2011-06-20,2.95,13113,United Kingdom,2.95,Return,-2.95,Registered
C549666,22423,Regency Cakestand 3 Tier,-1,2011-06-20,10.95,13113,United Kingdom,10.95,Return,-10.95,Registered
C549666,22960,Jam Making Set With Jars,-1,2011-06-20,4.25,13113,United Kingdom,4.25,Return,-4.25,Registered
C549666,37448,Ceramic Cake Design Spotted Mug,-1,2011-06-20,1.49,13113,United Kingdom,1.49,Return,-1.49,Registered
C549666,22284,Hen House Decoration,-1,2011-06-20,1.65,13113,United Kingdom,1.65,Return,-1.65,Registered
C549666,37447,Ceramic Cake Design Spotted Plate,-1,2011-06-20,1.49,13113,United Kingdom,1.49,Return,-1.49,Registered
C549666,84839,Sweetheart Key Cabinet,-1,2011-06-20,5.55,13113,United Kingdom,5.55,Return,-5.55,Registered
C549666,85064,Cream Sweetheart Letter Rack,-1,2011-06-20,4.65,13113,United Kingdom,4.65,Return,-4.65,Registered
C549666,22055,Mini Cake Stand  Hanging Strawbery,-7,2011-06-20,1.65,13113,United Kingdom,11.55,Return,-11.55,Registered
C549666,37446,Mini Cake Stand With Hanging Cakes,-4,2011-06-20,1.45,13113,United Kingdom,5.8,Return,-5.80,Registered
C549666,22501,Picnic Basket Wicker Large,-4,2011-06-20,8.50,13113,United Kingdom,34,Return,-34.00,Registered
C549685,85132A,Charlie + Lola Biscuits Tins,-1,2011-06-20,1.95,13266,United Kingdom,1.95,Return,-1.95,Registered
C549686,22978,Pantry Rolling Pin,-6,2011-06-20,3.75,15646,United Kingdom,22.5,Return,-22.50,Registered
C549688,20726,Lunch Bag Woodland,-1,2011-06-20,1.65,15449,United Kingdom,1.65,Return,-1.65,Registered
C549692,85053,French Enamel Candleholder,-1,2011-06-20,1.69,13668,United Kingdom,1.69,Return,-1.69,Registered
C549692,85040B,Set/4 Blue Flower Candles In Bowl,-2,2011-06-20,1.65,13668,United Kingdom,3.3,Return,-3.30,Registered
C549692,82583,Hot Baths Metal Sign,-1,2011-06-20,2.10,13668,United Kingdom,2.1,Return,-2.10,Registered
C549692,22352,Lunch Box With Cutlery Retrospot ,-1,2011-06-20,2.55,13668,United Kingdom,2.55,Return,-2.55,Registered
C549692,21669,Blue Stripe Ceramic Drawer Knob,-1,2011-06-20,1.06,13668,United Kingdom,1.06,Return,-1.06,Registered
C549692,21668,Red Stripe Ceramic Drawer Knob,-1,2011-06-20,1.06,13668,United Kingdom,1.06,Return,-1.06,Registered
C549692,21671,Red Spot Ceramic Drawer Knob,-1,2011-06-20,1.06,13668,United Kingdom,1.06,Return,-1.06,Registered
C549731,21399,Blue Polkadot Coffee Mug,-1,2011-06-20,0.39,13266,United Kingdom,0.39,Return,-0.39,Registered
C549731,21746,Small Red Retrospot Windmill,-2,2011-06-20,1.25,13266,United Kingdom,2.5,Return,-2.50,Registered
C549731,21399,Blue Polkadot Coffee Mug,-48,2011-06-20,0.39,13266,United Kingdom,18.72,Return,-18.72,Registered
C549753,22162,Heart Garland Rustic Padded,-8,2011-06-20,2.95,13268,United Kingdom,23.6,Return,-23.60,Registered
C549753,22891,Tea For One Polkadot,-1,2011-06-20,4.25,13268,United Kingdom,4.25,Return,-4.25,Registered
C549783,84751B,Black Medium Glass Cake Stand,-1,2011-06-20,0.79,16558,United Kingdom,0.79,Return,-0.79,Registered
C549783,84750B,Black Small Glass Cake Stand,-1,2011-06-20,0.39,16558,United Kingdom,0.39,Return,-0.39,Registered
C549783,22893,Mini Cake Stand T-Light Holder,-3,2011-06-20,0.42,16558,United Kingdom,1.26,Return,-1.26,Registered
C549783,22649,Strawberry Fairy Cake Teapot,-1,2011-06-20,4.95,16558,United Kingdom,4.95,Return,-4.95,Registered
C549783,22060,Large Cake Stand Hanging Hearts,-5,2011-06-20,3.95,16558,United Kingdom,19.75,Return,-19.75,Registered
C549783,22960,Jam Making Set With Jars,-1,2011-06-20,4.25,16558,United Kingdom,4.25,Return,-4.25,Registered
C549786,22345,Party Pizza Dish Blue Polkadot,-18,2011-06-20,0.85,14071,United Kingdom,15.3,Return,-15.30,Registered
C549786,22343,Party Pizza Dish Red Retrospot,-18,2011-06-20,0.85,14071,United Kingdom,15.3,Return,-15.30,Registered
C549786,22252,Birdcage Decoration Tealight Holder,-6,2011-06-20,1.25,14071,United Kingdom,7.5,Return,-7.50,Registered
C549786,22231,Jigsaw Tree With Birdhouse,-12,2011-06-20,1.45,14071,United Kingdom,17.4,Return,-17.40,Registered
C549786,22084,Paper Chain Kit Empire,-5,2011-06-20,2.95,14071,United Kingdom,14.75,Return,-14.75,Registered
C549786,21381,Mini Wooden Happy Birthday Garland,-24,2011-06-20,1.69,14071,United Kingdom,40.56,Return,-40.56,Registered
C549786,21034,Rex Cash+Carry Jumbo Shopper,-1,2011-06-20,0.95,14071,United Kingdom,0.95,Return,-0.95,Registered
C549786,22233,Jigsaw Rabbit And Birdhouse,-6,2011-06-20,1.65,14071,United Kingdom,9.9,Return,-9.90,Registered
C549786,21626,Vintage Union Jack Pennant,-5,2011-06-20,1.95,14071,United Kingdom,9.75,Return,-9.75,Registered
C549788,22960,Jam Making Set With Jars,-2,2011-06-20,4.25,13098,United Kingdom,8.5,Return,-8.50,Registered
C549822,84884A,Ant White Wire Heart Spiral,-1,2011-06-20,3.95,12854,United Kingdom,3.95,Return,-3.95,Registered
C549822,22423,Regency Cakestand 3 Tier,-1,2011-06-20,12.75,12854,United Kingdom,12.75,Return,-12.75,Registered
C549822,22244,3 Hook Hanger Magic Garden,-1,2011-06-20,1.95,12854,United Kingdom,1.95,Return,-1.95,Registered
C549823,22139,Retrospot Tea Set Ceramic 11 Pc ,-1,2011-06-20,4.95,16875,United Kingdom,4.95,Return,-4.95,Registered
C549824,22698,Pink Regency Teacup And Saucer,-1,2011-06-20,2.95,15189,United Kingdom,2.95,Return,-2.95,Registered
C549824,22672,French Bathroom Sign Blue Metal,-2,2011-06-20,1.65,15189,United Kingdom,3.3,Return,-3.30,Registered
C549824,21713,Citronella Candle Flowerpot,-3,2011-06-20,2.10,15189,United Kingdom,6.3,Return,-6.30,Registered
C549840,22697,Green Regency Teacup And Saucer,-2,2011-06-20,2.95,15189,United Kingdom,5.9,Return,-5.90,Registered
C549895,22486,Plasmatronic Lamp,-4,2011-06-20,12.75,16553,United Kingdom,51,Return,-51.00,Registered
C549897,85135B,Blue Dragonfly Helicopter,-1,2011-06-20,7.95,15363,United Kingdom,7.95,Return,-7.95,Registered
C549898,22678,French Blue Metal Door Sign 3,-1,2011-06-20,1.25,13078,United Kingdom,1.25,Return,-1.25,Registered
C549898,21463,Mirrored Disco Ball ,-2,2011-06-20,5.95,13078,United Kingdom,11.9,Return,-11.90,Registered
C549898,21735,Two Door Curio Cabinet,-2,2011-06-20,12.75,13078,United Kingdom,25.5,Return,-25.50,Registered
C549899,84949,Silver Hanging T-Light Holder,-7,2011-06-20,1.65,14961,United Kingdom,11.55,Return,-11.55,Registered
C549900,22236,Cake Stand 3 Tier Magic Garden,-1,2011-06-20,12.75,17180,United Kingdom,12.75,Return,-12.75,Registered
C549900,37446,Mini Cake Stand With Hanging Cakes,-1,2011-06-20,1.45,17180,United Kingdom,1.45,Return,-1.45,Registered
C549905,22423,Regency Cakestand 3 Tier,-1,2011-06-20,12.75,17576,United Kingdom,12.75,Return,-12.75,Registered
C549905,21781,Ma Campagne Cutlery Box,-2,2011-06-20,14.95,17576,United Kingdom,29.9,Return,-29.90,Registered
C549908,22423,Regency Cakestand 3 Tier,-3,2011-06-20,10.95,13324,United Kingdom,32.85,Return,-32.85,Registered
C549912,22138,Baking Set 9 Piece Retrospot ,-1,2011-06-20,4.95,15737,United Kingdom,4.95,Return,-4.95,Registered
C549912,20725,Lunch Bag Red Retrospot,-1,2011-06-20,1.65,15737,United Kingdom,1.65,Return,-1.65,Registered
C549913,22961,Jam Making Set Printed,-12,2011-06-20,1.45,14267,United Kingdom,17.4,Return,-17.40,Registered
C549919,22675,French Kitchen Sign Blue Metal,-3,2011-06-20,1.25,15201,United Kingdom,3.75,Return,-3.75,Registered
C549919,22674,French Toilet Sign Blue Metal,-1,2011-06-20,1.25,15201,United Kingdom,1.25,Return,-1.25,Registered
C549919,22672,French Bathroom Sign Blue Metal,-2,2011-06-20,1.65,15201,United Kingdom,3.3,Return,-3.30,Registered
C549919,82580,Bathroom Metal Sign,-1,2011-06-20,0.55,15201,United Kingdom,0.55,Return,-0.55,Registered
C549921,22423,Regency Cakestand 3 Tier,-1,2011-06-20,12.75,15109,United Kingdom,12.75,Return,-12.75,Registered
C549921,22798,Antique Glass Dressing Table Pot,-2,2011-06-20,2.95,15109,United Kingdom,5.9,Return,-5.90,Registered
C549921,22637,Piggy Bank Retrospot ,-1,2011-06-20,2.55,15109,United Kingdom,2.55,Return,-2.55,Registered
C549922,22423,Regency Cakestand 3 Tier,-1,2011-06-20,12.75,15674,United Kingdom,12.75,Return,-12.75,Registered
C549955,22839,3 Tier Cake Tin Green And Cream,-2,2011-06-21,14.95,12359,Cyprus,29.9,Return,-29.90,Registered
C549955,22666,Recipe Box Pantry Yellow Design,-2,2011-06-21,2.95,12359,Cyprus,5.9,Return,-5.90,Registered
C549960,22423,Regency Cakestand 3 Tier,-2,2011-06-21,12.75,16652,United Kingdom,25.5,Return,-25.50,Registered
C549962,22423,Regency Cakestand 3 Tier,-2,2011-06-21,10.95,16652,United Kingdom,21.9,Return,-21.90,Registered
C549968,22151,Place Setting White Heart,-432,2011-06-21,0.36,14064,United Kingdom,155.52,Return,-155.52,Registered
C549973,85152,Hand Over The Chocolate   Sign ,-24,2011-06-21,2.10,17873,United Kingdom,50.4,Return,-50.40,Registered
C549973,82600,No Singing Metal Sign,-24,2011-06-21,1.85,17873,United Kingdom,44.4,Return,-44.40,Registered
C549986,22750,Feltcraft Princess Lola Doll,-2,2011-06-21,3.75,18178,United Kingdom,7.5,Return,-7.50,Registered
C549987,20829,Glitter Hanging Butterfly String,-1,2011-06-21,2.10,14367,United Kingdom,2.1,Return,-2.10,Registered
C549987,22625,Red Kitchen Scales,-1,2011-06-21,8.50,14367,United Kingdom,8.5,Return,-8.50,Registered
C549987,22061,Large Cake Stand  Hanging Strawbery,-1,2011-06-21,9.95,14367,United Kingdom,9.95,Return,-9.95,Registered
C549987,84978,Hanging Heart Jar T-Light Holder,-1,2011-06-21,1.25,14367,United Kingdom,1.25,Return,-1.25,Registered
C550010,84950,Assorted Colour T-Light Holder,-4,2011-06-21,0.55,15299,United Kingdom,2.2,Return,-2.20,Registered
C550010,84856S,Small Tahiti Beach Bag,-1,2011-06-21,3.81,15299,United Kingdom,3.81,Return,-3.81,Registered
C550013,85159B,"White Tea,Coffee,Sugar Jars",-1,2011-06-21,1.95,12982,United Kingdom,1.95,Return,-1.95,Registered
C550013,22892,Set Of Salt And Pepper Toadstools,-1,2011-06-21,1.25,12982,United Kingdom,1.25,Return,-1.25,Registered
C550013,22757,Large Red Babushka Notebook ,-1,2011-06-21,1.25,12982,United Kingdom,1.25,Return,-1.25,Registered
C550013,22644,Ceramic Cherry Cake Money Bank,-5,2011-06-21,1.45,12982,United Kingdom,7.25,Return,-7.25,Registered
C550013,21877,Home Sweet Home Mug,-1,2011-06-21,1.25,12982,United Kingdom,1.25,Return,-1.25,Registered
C550013,21318,Glass Chalice Blue Small ,-1,2011-06-21,0.39,12982,United Kingdom,0.39,Return,-0.39,Registered
C550014,23177,Treasure Island Book Box,-8,2011-06-21,2.25,16133,United Kingdom,18,Return,-18.00,Registered
C550024,22423,Regency Cakestand 3 Tier,-11,2011-06-21,12.75,13089,United Kingdom,140.25,Return,-140.25,Registered
C550024,84949,Silver Hanging T-Light Holder,-14,2011-06-21,1.45,13089,United Kingdom,20.3,Return,-20.30,Registered
C550024,22456,Natural Slate Chalkboard Large ,-3,2011-06-21,4.95,13089,United Kingdom,14.85,Return,-14.85,Registered
C550026,23076,Ice Cream Sundae Lip Gloss,-4,2011-06-21,1.25,14339,United Kingdom,5,Return,-5.00,Registered
C550027,75049L,Large Circular Mirror Mobile,-58,2011-06-21,0.85,14195,United Kingdom,49.3,Return,-49.30,Registered
C550028,22332,Skulls Party Bag + Sticker Set,-1,2011-06-21,1.65,14606,United Kingdom,1.65,Return,-1.65,Registered
C550099,22627,Mint Kitchen Scales,-1,2011-06-21,8.50,16933,United Kingdom,8.5,Return,-8.50,Registered
C550099,20682,Red Retrospot Childrens Umbrella,-1,2011-06-21,3.25,16933,United Kingdom,3.25,Return,-3.25,Registered
C550127,37449,Ceramic Cake Stand + Hanging Cakes,-1,2011-06-22,9.95,15212,United Kingdom,9.95,Return,-9.95,Registered
C550127,37446,Mini Cake Stand With Hanging Cakes,-2,2011-06-22,1.45,15212,United Kingdom,2.9,Return,-2.90,Registered
C550165,22962,Jam Jar With Pink Lid,-1,2011-06-22,0.85,15358,United Kingdom,0.85,Return,-0.85,Registered
C550165,22962,Jam Jar With Pink Lid,-1,2011-06-22,0.85,15358,United Kingdom,0.85,Return,-0.85,Registered
C550168,23155,Knickerbockerglory Magnet Assorted ,-1,2011-06-22,0.83,14339,United Kingdom,0.83,Return,-0.83,Registered
C550170,22960,Jam Making Set With Jars,-3,2011-06-22,4.25,17017,United Kingdom,12.75,Return,-12.75,Registered
C550171,20971,Pink Blue Felt Craft Trinket Box,-1,2011-06-22,1.25,12585,Germany,1.25,Return,-1.25,Registered
