invoice,sku_code,description,qty,inventory_category,invoice_date,unit_price,customer_id,country,transaction_type,revenue_amount,customer_status
574094,22147,Check,-80,Stock Correction,22-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
574123,22652,Check,-111,Stock Correction,22-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
574171,21818,Check,-130,Stock Correction,22-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
574173,35923,Check,-42,Stock Correction,22-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
574176,85054,Check,-39,Stock Correction,22-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
574577,21519,Check,-80,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
574578,40001,Check,-240,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
574579,72802B,Check,-203,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
574580,20751,Check,-35,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
574581,23187,Check,-62,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
574582,84279P,Check,-104,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
574583,22892,Check,-62,Stock Correction,23-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
575287,84508A,Check,-39,Stock Correction,27-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
575518,10080,Check,22,Stock Correction,28-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
575613,23118,Check,-6,Stock Correction,29-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
575614,22121,Check,-10,Stock Correction,29-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
575617,21014,Check,-90,Stock Correction,29-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
575625,35972,Check,-3,Stock Correction,29-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
575714,85125,Check,-64,Stock Correction,29-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
575715,72802B,Check,-36,Stock Correction,29-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
575716,72802C,Check,-21,Stock Correction,29-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
575717,85175,Check,-42,Stock Correction,29-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
575719,35954,Check,24,Stock Correction,29-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
575720,21817,Check,-8,Stock Correction,29-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
575907,22268,Check,-10,Stock Correction,30-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
575909,20711,Check,-220,Stock Correction,30-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
575912,22943,Check,-7,Stock Correction,30-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
576407,47590B,Check,-57,Stock Correction,15-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
576410,71038,Check,-16,Stock Correction,15-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
576411,85111,Check,-117,Stock Correction,15-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
576413,17012C,Check,-22,Stock Correction,15-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
576414,17012F,Check,14,Stock Correction,15-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
576419,85036B,Check,-23,Stock Correction,15-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
576424,85036C,Check,-4,Stock Correction,15-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
576436,22943,Check,-26,Stock Correction,15-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
576762,21744,Check,-21,Stock Correction,16-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
576763,23035,Check,-64,Stock Correction,16-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
576764,16008,Check,-1510,Stock Correction,16-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
576766,85019B,Check,15,Stock Correction,16-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
576767,22339,Check,-60,Stock Correction,16-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
576773,22181,Check,-92,Stock Correction,16-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
576776,21811,Check,-240,Stock Correction,16-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577111,22587,Check,-41,Stock Correction,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577112,22586,Check,-30,Stock Correction,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577113,22271,Check,-43,Stock Correction,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577114,21786,Check,-209,Stock Correction,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577115,85035C,Check,-24,Stock Correction,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577116,21165,Check,-28,Stock Correction,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577117,22149,Check,34,Stock Correction,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577118,22286,Check,-47,Stock Correction,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577119,22778,Check,-10,Stock Correction,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577120,20752,Check,-10,Stock Correction,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577123,23288,Check,-63,Stock Correction,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577124,22759,Check,-327,Stock Correction,17-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577145,20832,Check,110,Stock Correction,18-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577304,20956,Check,-152,Stock Correction,18-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577305,22946,Check,-21,Stock Correction,18-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577307,16169E,Check,-313,Stock Correction,18-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577836,21888,Check,-57,Stock Correction,22-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577942,21811,Check,26,Stock Correction,22-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577944,47503A,Check,56,Stock Correction,22-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577947,21992,Check,13,Stock Correction,22-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577949,21804,Check,44,Stock Correction,22-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577953,23348,Check,5,Stock Correction,22-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577954,17136A,Check,3,Stock Correction,22-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
577959,85107,Check?,374,Stock Correction,22-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
578524,22810,Check,-25,Stock Correction,24-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
578525,22152,Check,-179,Stock Correction,24-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
578527,21819,Check,-14,Stock Correction,24-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
578528,22601,Check,-20,Stock Correction,24-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
578691,85034A,Check,24,Stock Correction,25-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
578692,23157,Check,212,Stock Correction,25-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
578837,35833P,Check,-24,Stock Correction,25-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
578838,21591,Check,-267,Stock Correction,25-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
578839,22959,Check,-175,Stock Correction,25-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
578840,22142,Check,-70,Stock Correction,25-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
579680,22533,Check,60,Stock Correction,30-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
579681,21615,Check,-26,Stock Correction,30-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
579682,85172,Check,-145,Stock Correction,30-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
579683,21868,Check,-28,Stock Correction,30-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
579731,35648,Check,-46,Stock Correction,30-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
579732,35648,Check,-10,Stock Correction,30-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
579733,84581,Check,-41,Stock Correction,30-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
579735,21793,Check,-40,Stock Correction,30-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
579743,21810,Check,-135,Stock Correction,30-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
579745,22043,Check,-40,Stock Correction,30-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
579873,35819B,Check,18,Stock Correction,30-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
579879,22759,Check,17,Stock Correction,30-11-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
580218,22577,Check,-300,Stock Correction,02-12-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
580376,22606,Check,8,Stock Correction,02-12-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
580380,21620,Check,-20,Stock Correction,02-12-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
580382,16045,Check,-900,Stock Correction,02-12-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
580383,20652,Check,-37,Stock Correction,02-12-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
580546,23406,Check,-21,Stock Correction,05-12-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
581190,84801A,Check,-102,Stock Correction,07-12-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
581198,22025,Check,-30,Stock Correction,07-12-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
581200,84508C,Check,-21,Stock Correction,07-12-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
581202,23404,Check,41,Stock Correction,07-12-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
581208,72801C,Check,-10,Stock Correction,07-12-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
581210,23395,Check,-26,Stock Correction,07-12-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
581211,22142,Check,14,Stock Correction,07-12-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
581213,22576,Check,-30,Stock Correction,07-12-2011,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
536414,22139,Unknown,56,Unknown,01-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
536545,21134,Unknown,1,Unknown,01-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
536546,22145,Unknown,1,Unknown,01-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
536547,37509,Unknown,1,Unknown,01-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
536549,85226A,Unknown,1,Unknown,01-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
536550,85044,Unknown,1,Unknown,01-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
536552,20950,Unknown,1,Unknown,01-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
536553,37461,Unknown,3,Unknown,01-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
536554,84670,Unknown,23,Unknown,01-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
536589,21777,Unknown,-10,Unknown,01-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
536764,84952C,Unknown,-38,Unknown,02-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
536765,84952C,Unknown,19,Unknown,02-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
536995,35951,Unknown,57,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
536996,22712,Unknown,-20,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
536997,22028,Unknown,-20,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
536998,85067,Unknown,-6,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
536999,21421,Unknown,110,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537000,21414,Unknown,-22,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537001,21653,Unknown,-6,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537002,21651,Unknown,70,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537003,85126,Unknown,-2,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537004,21814,Unknown,-30,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537005,21692,Unknown,-70,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537006,21648,Unknown,-130,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537007,21172,Unknown,-80,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537008,21161,Unknown,-120,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537009,84534B,Unknown,-80,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537010,22162,Unknown,-40,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537011,22139,Unknown,-5,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537012,21535,Unknown,-12,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537013,35965,Unknown,-25,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537014,21040,Unknown,-20,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537015,37464,Unknown,-14,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537016,21836,Unknown,-15,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537017,47556B,Unknown,-69,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537018,84562A,Unknown,-3,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537019,37474,Unknown,-15,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537020,21807,Unknown,-30,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537021,21011,Unknown,-20,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537027,18098C,Unknown,-140,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537028,21696,Unknown,-320,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537029,37476,Unknown,-6,Unknown,03-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537361,21777,Unknown,5,Unknown,06-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537363,84569B,Unknown,-20,Unknown,06-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537364,21027,Unknown,-70,Unknown,06-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537401,84898F,Unknown,-24,Unknown,06-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537427,84968B,Unknown,-21,Unknown,06-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537430,85215,Unknown,120,Unknown,06-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537436,84270,Unknown,7,Unknown,06-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537437,90167,Unknown,10,Unknown,06-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537438,22959,Unknown,13,Unknown,06-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537439,37474,Unknown,1,Unknown,06-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537449,21054,Unknown,-30,Unknown,07-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537450,20684,Unknown,-19,Unknown,07-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537451,84881,Unknown,-11,Unknown,07-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537452,20941,Unknown,-24,Unknown,07-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537453,21248,Unknown,-18,Unknown,07-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537454,21349,Unknown,-44,Unknown,07-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537455,22155,Unknown,-70,Unknown,07-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537466,21488,Unknown,-50,Unknown,07-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537687,84840,Unknown,-9,Unknown,08-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537870,21486,Unknown,-77,Unknown,08-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537872,21595,Unknown,1,Unknown,08-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537873,37461,Unknown,1,Unknown,08-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537874,85170A,Unknown,1,Unknown,08-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537875,20849,Unknown,1,Unknown,08-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537876,84977,Unknown,2,Unknown,08-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537877,21661,Unknown,1,Unknown,08-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537878,72803B,Unknown,1,Unknown,08-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
537999,22034,Unknown,-223,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538001,35958,Unknown,10,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538004,22114,Unknown,144,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538036,21690,Unknown,34,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538038,21488,Unknown,8,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538039,22139,Unknown,7,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538041,22145,Unknown,30,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538042,21763,Unknown,-4,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538043,22833,Unknown,-1,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538045,84688,Unknown,27,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538046,85008,Unknown,-15,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538047,21429,Unknown,-70,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538054,85167B,Unknown,-24,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538055,22454,Unknown,-20,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538058,20966,Unknown,-150,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538061,21801,Unknown,-38,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538074,21743,Unknown,-80,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538092,37467,Unknown,-177,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538128,21357,Unknown,46,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538129,84497,Unknown,79,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538130,90042C,Unknown,10,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538131,17091A,Unknown,84,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538132,84773,Unknown,3,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538133,85018C,Unknown,3,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538134,20878,Unknown,2,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538135,21186,Unknown,2,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538136,37509,Unknown,2,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538137,62095B,Unknown,2,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538138,72814,Unknown,2,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538139,84802A,Unknown,2,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538140,90002D,Unknown,9,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
538141,22218,Unknown,2,Unknown,09-12-2010,0.00,NA,United Kingdom,Positive,0.00,Guest/Unknown
